% 1. Title: POSTag dataset
%
% 2. Sources: UD_Indonesian
%
@RELATION postag
@ATTRIBUTE form NUMERIC
@ATTRIBUTE prevpostag NUMERIC
@ATTRIBUTE class {_,PROPN,AUX,DET,NOUN,PRON,VERB,ADP,PUNCT,ADV,CCONJ,SCONJ,NUM,ADJ,PART,SYM,X}
@DATA
6105,6,NOUN
12926,4,PROPN
24,1,ADP
12927,7,NOUN
12926,4,PROPN
10,1,PUNCT
1495,8,VERB
665,6,NOUN
144,4,DET
12927,3,NOUN
10,4,PUNCT
1710,8,ADV
775,9,VERB
7,6,ADP
4530,7,NOUN
1484,4,ADJ
23,13,CCONJ
4530,10,NOUN
1202,4,ADJ
16,13,PUNCT
3529,8,ADV
10,9,PUNCT
12928,8,PROPN
107,1,DET
2684,3,VERB
111,6,ADP
33,7,VERB
34,6,NOUN
24,4,ADP
2775,7,VERB
181,6,SCONJ
102,11,PART
349,14,ADV
1966,9,VERB
1018,6,PROPN
107,1,DET
27,3,CCONJ
890,10,PRON
584,5,VERB
1579,6,NOUN
7,4,ADP
251,7,NOUN
16,4,PUNCT
12929,8,PROPN
6316,1,NOUN
75,4,ADP
12930,7,NOUN
10,4,PUNCT
3211,8,NUM
172,12,PUNCT
2850,8,NUM
5623,12,SYM
7458,15,NOUN
10,4,PUNCT
24,8,ADP
588,7,NOUN
12931,4,NOUN
12932,4,VERB
1734,6,ADJ
132,13,PUNCT
3333,8,ADJ
135,13,PUNCT
12933,8,NOUN
16,4,PUNCT
1782,8,PRON
2,5,AUX
8455,2,PROPN
7347,1,PROPN
12934,1,PROPN
10,1,PUNCT
8455,8,PROPN
7347,1,PROPN
12935,1,PROPN
10,1,PUNCT
8455,8,PROPN
7347,1,PROPN
8968,1,PROPN
10,1,PUNCT
27,8,CCONJ
8455,10,PROPN
7347,1,PROPN
12936,1,PROPN
7347,1,PROPN
12937,1,PROPN
16,1,PUNCT
613,8,ADP
107,7,DET
10,3,PUNCT
2033,8,VERB
81,6,DET
587,3,NOUN
521,4,ADV
1134,9,VERB
8455,6,PROPN
5,1,PRON
118,5,ADV
405,9,VERB
139,6,PUNCT
12938,8,VERB
6761,6,ADJ
139,13,PUNCT
660,8,ADV
8455,9,PROPN
7347,1,PROPN
10446,1,PROPN
64,1,PUNCT
7870,8,PROPN
16,1,PUNCT
613,8,SCONJ
199,11,ADP
12629,7,NOUN
985,4,NOUN
10,4,PUNCT
77,8,NOUN
889,4,ADJ
172,13,PUNCT
889,8,ADJ
196,13,VERB
6640,6,NOUN
6641,4,ADJ
10,13,PUNCT
27,8,CCONJ
1792,10,VERB
70,6,ADP
75,7,ADP
1818,7,NOUN
2048,4,NOUN
12939,4,NOUN
132,4,PUNCT
6640,8,NOUN
6641,4,ADJ
135,13,PUNCT
16,8,PUNCT
2123,8,PROPN
12940,1,PROPN
10,1,PUNCT
2057,8,NOUN
810,4,PROPN
3313,1,PROPN
12941,1,PROPN
10,1,PUNCT
27,8,CCONJ
12103,10,PROPN
12676,1,PROPN
118,1,ADV
12942,9,VERB
3388,6,NOUN
36,4,DET
16,3,PUNCT
2484,8,SCONJ
5680,11,NOUN
11603,4,ADJ
202,13,SCONJ
7014,11,NOUN
871,4,ADV
2729,9,VERB
10,6,PUNCT
219,8,SCONJ
5371,11,NOUN
657,4,DET
308,3,ADV
4033,9,VERB
689,6,NOUN
27,4,CCONJ
1144,10,NOUN
5,4,PRON
349,5,ADV
1966,9,VERB
12943,6,NOUN
16,4,PUNCT
319,8,PRON
2,5,AUX
2868,2,NOUN
1870,4,NOUN
10081,4,NOUN
12944,4,PROPN
5,1,PRON
1129,5,VERB
127,6,ADP
5900,7,PROPN
11893,1,PROPN
75,1,ADP
8178,7,NOUN
7,4,ADP
9499,7,NOUN
46,4,ADP
1516,7,NOUN
3256,4,NUM
4464,12,PROPN
989,1,NUM
16,12,PUNCT
1641,8,ADV
587,9,NOUN
4008,4,ADV
1169,9,VERB
11811,6,NOUN
2417,4,ADJ
284,13,PUNCT
12945,8,PROPN
12946,1,PROPN
12947,1,PROPN
132,1,PUNCT
732,8,PUNCT
1118,8,NUM
1330,12,PROPN
12948,1,NUM
2602,12,PUNCT
578,8,NUM
787,12,PROPN
976,1,NUM
135,12,PUNCT
2,8,AUX
4894,2,NOUN
1071,4,NOUN
4875,4,PROPN
3201,1,PROPN
5,1,PRON
12949,5,ADJ
5,13,PRON
618,5,ADJ
46,13,ADP
1071,7,NOUN
12950,4,PROPN
10,1,PUNCT
213,8,PROPN
796,1,PROPN
12951,1,PROPN
27,1,CCONJ
12952,10,PROPN
10,1,PUNCT
27,8,CCONJ
118,10,ADV
6405,9,PROPN
12953,1,PROPN
27,1,CCONJ
12954,10,PROPN
515,1,PROPN
12955,1,PROPN
16,1,PUNCT
9050,8,PROPN
12956,1,PROPN
132,1,PUNCT
135,8,PUNCT
2,8,AUX
394,2,DET
12957,3,NOUN
426,4,NOUN
5371,4,NOUN
12556,4,PROPN
12958,1,PROPN
5,1,PRON
1795,5,VERB
118,6,ADV
127,9,ADP
3601,7,NOUN
12957,4,NOUN
111,4,ADP
128,7,NOUN
172,4,PUNCT
128,8,NOUN
4336,4,NOUN
1071,4,NOUN
10,4,PUNCT
27,8,CCONJ
202,10,NOUN
36,4,DET
280,3,PRON
118,5,ADV
264,9,VERB
12957,6,NOUN
111,4,ADP
3227,7,NUM
1071,12,NOUN
12959,4,PROPN
12960,1,PROPN
16,1,PUNCT
613,8,ADP
12959,7,PROPN
12960,1,PROPN
280,1,PRON
118,5,ADV
264,9,VERB
12957,6,NOUN
111,4,ADP
1071,7,NOUN
12961,4,PROPN
8516,1,PROPN
10,1,PUNCT
199,8,ADP
1351,7,NOUN
9310,4,PROPN
12962,1,PROPN
12963,1,PROPN
16,1,PUNCT
279,8,NOUN
3652,4,NOUN
1024,4,PROPN
4272,1,PROPN
5,1,PRON
119,5,ADJ
107,13,DET
1716,3,VERB
300,6,SYM
1880,15,VERB
38,6,ADP
7867,7,PROPN
12964,1,PROPN
284,1,PUNCT
12965,8,VERB
7822,6,ADV
172,9,PUNCT
2417,8,ADV
111,9,ADP
12622,7,VERB
1595,6,NOUN
10,4,PUNCT
31,8,SCONJ
12966,11,VERB
7,6,ADP
1858,7,NOUN
20,4,ADV
1217,9,ADV
11249,9,NOUN
5,4,PRON
1733,5,VERB
16,6,PUNCT
12967,8,PROPN
2,1,AUX
4,2,NOUN
7,4,ADP
8,7,PROPN
12968,1,PROPN
10,1,PUNCT
11891,8,CCONJ
10,10,PUNCT
13,8,PROPN
14,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
4962,8,VERB
32,6,PRON
4963,5,VERB
12969,6,ADJ
16,13,PUNCT
3726,8,NOUN
2492,4,NOUN
1411,4,VERB
46,6,ADP
242,7,NOUN
3212,4,NOUN
27,4,CCONJ
1320,10,NOUN
989,4,NUM
118,12,ADV
1368,9,VERB
6681,6,ADJ
27,13,CCONJ
12970,10,ADJ
16,13,PUNCT
5935,8,PROPN
1513,1,SCONJ
32,11,PRON
12971,5,VERB
336,6,NUM
1629,12,NOUN
199,4,ADP
7674,7,NOUN
2413,4,ADJ
12972,13,PROPN
16,1,PUNCT
12973,8,NOUN
7174,4,NOUN
1397,4,VERB
46,6,ADP
1141,7,NUM
3212,12,PROPN
329,1,NUM
7,12,ADP
2054,7,PROPN
16,1,PUNCT
12974,8,PROPN
196,1,VERB
197,6,DET
81,3,DET
4,3,NOUN
7,4,ADP
401,7,PROPN
12975,1,PROPN
10,1,PUNCT
379,8,PROPN
3037,1,PROPN
2132,1,PROPN
10,1,PUNCT
416,8,PROPN
1746,1,PROPN
14,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
12976,8,PROPN
2,1,AUX
4,2,NOUN
7,4,ADP
8,7,NOUN
12977,4,PROPN
10,1,PUNCT
4790,8,PROPN
10,1,PUNCT
13,8,PROPN
1186,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
693,8,NOUN
36,4,DET
694,3,VERB
38,6,ADP
11774,7,PROPN
3385,1,PROPN
172,1,PUNCT
12978,8,PROPN
16,1,PUNCT
6134,8,NOUN
7285,4,NOUN
533,4,ADP
588,7,NOUN
172,4,PUNCT
588,8,NOUN
27,4,CCONJ
587,10,NOUN
9087,4,ADJ
5535,13,VERB
2908,6,ADJ
16,13,PUNCT
569,8,SCONJ
12979,11,NOUN
942,4,ADV
102,9,PART
188,14,VERB
768,6,NOUN
6321,4,ADJ
16,13,PUNCT
1802,8,ADP
12980,7,NOUN
3855,4,NOUN
12981,4,NOUN
1409,4,VERB
932,6,ADP
12982,7,VERB
46,6,ADP
12983,7,NOUN
3714,4,NUM
199,12,ADP
11572,7,NOUN
16,4,PUNCT
914,8,SCONJ
12984,11,VERB
38,6,ADP
12985,7,PROPN
2300,1,PROPN
12986,1,PROPN
12987,1,PROPN
10,1,PUNCT
12988,8,PROPN
2844,1,VERB
12989,6,NOUN
111,4,ADP
918,7,VERB
8945,6,NOUN
111,4,ADP
12990,7,PROPN
5014,1,PROPN
732,1,PUNCT
280,8,PRON
2844,5,VERB
12991,6,NOUN
27,4,CCONJ
2209,10,VERB
1401,6,PROPN
12992,1,PROPN
10,1,PUNCT
12993,8,PROPN
12994,1,PROPN
10,1,PUNCT
27,8,CCONJ
12995,10,PROPN
12996,1,PROPN
111,1,ADP
12997,7,VERB
16,6,PUNCT
124,8,PROPN
129,1,ADJ
7,13,ADP
138,7,NOUN
36,4,DET
1845,3,AUX
12998,2,PROPN
12999,1,PROPN
2796,1,CCONJ
13000,10,PROPN
16,1,PUNCT
882,8,ADP
10449,7,PROPN
13001,1,PROPN
980,1,ADV
10,9,PUNCT
5973,8,PROPN
8474,1,PROPN
328,1,NUM
10,12,PUNCT
280,8,PRON
264,5,VERB
11252,6,NOUN
6575,4,NUM
27,12,CCONJ
9559,10,VERB
114,6,ADP
13002,7,PROPN
172,1,PUNCT
13003,8,PROPN
2089,1,PROPN
46,1,ADP
3827,7,NOUN
5882,4,ADJ
16,13,PUNCT
1782,8,PRON
831,5,ADV
79,9,ADV
6504,9,VERB
6616,6,NOUN
67,4,DET
68,3,NOUN
16,4,PUNCT
348,8,NOUN
3095,4,DET
2,3,AUX
13004,2,ADJ
27,13,CCONJ
837,10,ADJ
2514,13,VERB
46,6,ADP
588,7,NOUN
172,4,PUNCT
588,8,NOUN
16,4,PUNCT
13005,8,NOUN
36,4,DET
119,3,NUM
68,12,NOUN
2538,4,VERB
24,6,ADP
1287,7,NOUN
13006,4,NOUN
13007,4,NOUN
38,4,ADP
11418,7,PROPN
13008,1,PROPN
46,1,ADP
47,7,NOUN
9511,4,NUM
16,12,PUNCT
6501,8,NOUN
905,4,VERB
883,6,ADV
11944,9,ADJ
7,13,ADP
495,7,PROPN
16,1,PUNCT
708,8,DET
11178,3,NOUN
13009,4,NOUN
1792,4,VERB
9732,6,PROPN
9733,1,PROPN
4204,1,PROPN
13010,1,PROPN
13011,1,PROPN
492,1,VERB
6920,6,NOUN
36,4,DET
16,3,PUNCT
6991,8,DET
11178,3,NOUN
11179,4,PROPN
871,1,ADV
13012,9,VERB
1681,6,NOUN
13013,4,PROPN
10,1,PUNCT
13014,8,PROPN
27,1,CCONJ
13015,10,PROPN
46,1,ADP
13016,7,NOUN
10,4,PUNCT
27,8,CCONJ
11178,10,NOUN
13017,4,PROPN
118,1,ADV
871,9,ADV
13012,9,VERB
1681,6,NOUN
13018,4,PROPN
13019,1,PROPN
13020,1,PROPN
172,1,PUNCT
13021,8,PROPN
16,1,PUNCT
11707,8,ADP
1366,7,NOUN
1367,4,NOUN
1191,4,ADP
1238,7,NOUN
13022,4,NOUN
46,4,ADP
263,7,NOUN
328,4,NUM
10,12,PUNCT
749,8,CCONJ
13023,10,ADJ
2892,13,NOUN
13022,4,NOUN
596,4,DET
11178,3,NOUN
5,4,PRON
87,5,ADV
13024,9,ADJ
10,13,PUNCT
10006,8,NOUN
3996,4,NOUN
11178,4,NOUN
13025,4,ADJ
7,13,ADP
15,7,PROPN
1473,1,ADV
6070,9,VERB
10,6,PUNCT
4639,8,ADV
46,9,ADP
6950,7,NOUN
172,4,PUNCT
6950,8,NOUN
13026,4,ADJ
16,13,PUNCT
13027,8,PROPN
13028,1,VERB
27,6,CCONJ
2140,10,VERB
57,6,NOUN
13029,4,NOUN
31,4,SCONJ
1629,11,NOUN
13030,4,NOUN
611,4,VERB
13031,6,VERB
2975,6,NOUN
1932,4,NOUN
16,4,PUNCT
484,8,ADP
125,7,ADV
627,9,NOUN
10,4,PUNCT
176,8,DET
1094,3,NOUN
13032,4,NOUN
13033,4,VERB
70,6,ADP
1186,7,PROPN
27,1,CCONJ
6703,10,VERB
24,6,ADP
1094,7,NOUN
13034,4,PROPN
16,1,PUNCT
13035,8,PROPN
10,1,PUNCT
3355,8,PROPN
16,1,PUNCT
1446,8,ADV
8425,9,VERB
1039,6,PRON
982,5,NOUN
738,4,NOUN
13036,4,VERB
1557,6,NOUN
24,4,ADP
225,7,ADV
13037,9,ADJ
16,13,PUNCT
1782,8,PRON
118,5,ADV
188,9,VERB
13038,6,NOUN
13039,4,NOUN
4963,4,VERB
4446,6,ADJ
1255,13,ADJ
13040,13,ADJ
16,13,PUNCT
1527,8,NOUN
5,4,PRON
13041,5,VERB
2717,6,NOUN
36,4,DET
10,3,PUNCT
729,8,PROPN
308,1,ADV
6811,9,VERB
16,6,PUNCT
882,8,ADP
6968,7,NOUN
232,4,NOUN
13042,4,DET
2565,3,VERB
199,6,ADP
59,7,NUM
84,12,NOUN
129,4,ADJ
10,13,PUNCT
660,8,SCONJ
11373,11,NOUN
27,4,CCONJ
13043,10,NOUN
5,4,PRON
196,5,VERB
7158,6,NOUN
129,4,ADJ
46,13,ADP
232,7,VERB
125,6,ADV
7,9,ADP
13044,7,VERB
7158,6,NOUN
271,4,ADJ
5,13,PRON
7498,5,VERB
13045,6,NOUN
355,4,ADP
10195,7,NOUN
10,4,PUNCT
13046,8,NOUN
27,4,CCONJ
557,10,NOUN
5742,4,NOUN
271,4,ADJ
2433,13,ADP
1241,7,VERB
232,6,NOUN
349,4,ADV
225,9,ADV
3640,9,ADV
16,9,PUNCT
13047,8,PROPN
196,1,VERB
197,6,DET
81,3,DET
4,3,NOUN
5,4,PRON
201,5,VERB
7,6,ADP
8,7,PROPN
1945,1,PROPN
7176,1,PROPN
10,1,PUNCT
11,8,PROPN
13048,1,PROPN
1186,1,PROPN
10,1,PUNCT
402,8,PROPN
912,1,PROPN
913,1,PROPN
1186,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
2409,8,NOUN
874,4,NOUN
2011,4,ADJ
837,13,ADJ
1894,13,VERB
7,6,ADP
11143,7,NOUN
1327,4,NOUN
1376,4,NOUN
8,4,PROPN
13049,1,PROPN
16,1,PUNCT
13050,8,PROPN
7,1,ADP
7716,7,PROPN
13051,1,PROPN
2,1,AUX
251,2,NOUN
5,4,PRON
1908,5,ADV
1795,9,VERB
308,6,ADV
13052,9,VERB
199,6,ADP
11239,7,NOUN
5,4,PRON
4033,5,VERB
4650,6,VERB
13053,6,NOUN
16,4,PUNCT
6663,8,VERB
24,6,ADP
2184,7,NOUN
6072,4,VERB
492,6,VERB
13054,6,NOUN
46,4,ADP
47,7,NOUN
13055,4,NUM
16,12,PUNCT
13056,8,ADP
13057,7,NOUN
13058,4,VERB
10,6,PUNCT
13059,8,NOUN
13060,4,VERB
678,6,ADP
1107,7,NOUN
252,4,ADJ
16,13,PUNCT
13061,8,PROPN
196,1,VERB
197,6,DET
81,3,DET
376,3,NOUN
5,4,PRON
201,5,VERB
7,6,ADP
13062,7,PROPN
13063,1,PROPN
10,1,PUNCT
8,8,PROPN
13064,1,PROPN
13065,1,PROPN
10,1,PUNCT
379,8,PROPN
378,1,PROPN
380,1,PROPN
10,1,PUNCT
402,8,PROPN
378,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
12489,8,NOUN
3993,4,NOUN
264,4,VERB
10277,6,NOUN
10348,4,NOUN
11716,4,NOUN
13066,4,PROPN
47,1,NOUN
3555,4,NUM
10,12,PUNCT
27,8,CCONJ
1220,10,ADV
188,9,VERB
1969,6,NUM
564,12,SYM
11716,15,NOUN
1680,4,NOUN
36,4,DET
46,3,ADP
47,7,NOUN
275,4,NUM
16,12,PUNCT
319,8,PRON
2349,5,VERB
5617,6,NUM
690,12,NOUN
175,4,ADP
1818,7,NOUN
13067,4,ADJ
27,13,CCONJ
4954,10,VERB
1144,6,NOUN
10,4,PUNCT
10952,8,NOUN
10,4,PUNCT
27,8,CCONJ
13068,10,NOUN
149,4,NOUN
16,4,PUNCT
950,8,ADV
13069,9,VERB
32,6,PRON
199,5,ADP
5053,7,NOUN
561,4,NOUN
587,4,NOUN
7074,4,ADJ
10,13,PUNCT
308,8,ADV
13070,9,VERB
32,6,PRON
199,5,ADP
46,7,ADP
13071,7,NOUN
284,4,PUNCT
613,8,ADP
107,7,DET
520,3,ADV
13072,9,PROPN
9112,1,PROPN
27,1,CCONJ
690,10,NOUN
12630,4,NOUN
36,4,DET
10,3,PUNCT
718,8,ADP
194,7,PUNCT
13072,8,PROPN
9112,1,PROPN
9211,1,PROPN
2132,1,PROPN
132,1,PUNCT
13073,8,PROPN
135,1,PUNCT
13074,8,PROPN
1180,1,PROPN
6254,1,PROPN
10,1,PUNCT
13072,8,PROPN
9112,1,PROPN
13074,1,PROPN
1180,1,PROPN
172,1,PUNCT
6254,8,PROPN
10,1,PUNCT
13072,8,PROPN
9112,1,PROPN
13075,1,PROPN
1180,1,PROPN
172,1,PUNCT
13076,8,PROPN
10,1,PUNCT
13072,8,PROPN
9112,1,PROPN
13077,1,PROPN
3864,1,PROPN
501,1,PROPN
10,1,PUNCT
27,8,CCONJ
53,10,ADV
520,9,ADV
13072,9,NOUN
9112,4,NOUN
271,4,ADJ
5,13,PRON
858,5,ADV
657,9,DET
16,3,PUNCT
13078,8,PROPN
13079,1,NOUN
183,4,PROPN
184,1,PROPN
4559,1,PROPN
12596,1,PROPN
16,1,PUNCT
13080,8,PROPN
983,1,VERB
181,6,SCONJ
29,11,DET
1071,3,NOUN
15,4,PROPN
5,1,PRON
221,5,VERB
456,6,ADP
1682,7,NUM
102,12,PART
1899,14,VERB
521,6,ADV
1314,9,NOUN
13081,4,NOUN
16,4,PUNCT
882,8,ADP
202,7,NOUN
36,4,DET
280,3,PRON
1357,5,VERB
111,6,ADP
1629,7,NOUN
3598,4,PROPN
13082,1,PROPN
13083,1,PROPN
127,1,ADP
4023,7,NOUN
16,4,PUNCT
3822,8,PROPN
196,1,VERB
394,6,DET
864,3,NOUN
199,4,ADP
149,7,NOUN
27,4,CCONJ
1573,10,NOUN
172,4,PUNCT
1573,8,NOUN
10,4,PUNCT
394,8,DET
10166,3,NOUN
5104,4,NOUN
10,4,PUNCT
27,8,CCONJ
3137,10,ADJ
308,13,ADP
1977,7,NOUN
5,4,PRON
349,5,ADV
280,9,PRON
13084,5,VERB
7,6,ADP
9352,7,NOUN
529,4,ADP
596,7,DET
13085,3,NOUN
5,4,PRON
7587,5,ADJ
1409,13,VERB
10,6,PUNCT
938,8,SCONJ
280,11,PRON
3550,5,VERB
13086,6,NOUN
199,4,ADP
533,7,ADP
596,7,DET
13087,3,NOUN
5,4,PRON
225,5,ADV
217,9,ADJ
10,13,PUNCT
355,8,ADP
4348,7,NOUN
13088,4,PROPN
199,1,ADP
13089,7,PROPN
10,1,PUNCT
5,8,PRON
13090,5,VERB
10,6,PUNCT
27,8,CCONJ
13091,10,PROPN
199,1,ADP
13092,7,PROPN
16,1,PUNCT
5466,8,ADP
13093,7,VERB
6391,6,NOUN
10,4,PUNCT
13094,8,PROPN
10,1,PUNCT
13095,8,PROPN
27,1,CCONJ
13096,10,PROPN
873,1,ADV
13097,9,VERB
27,6,CCONJ
454,10,VERB
70,6,ADP
2406,7,PROPN
16,1,PUNCT
484,8,ADP
2406,7,PROPN
10,1,PUNCT
13098,8,PROPN
5,1,PRON
1972,5,ADJ
7844,13,VERB
29,6,DET
1552,3,NOUN
13099,4,NOUN
70,4,ADP
75,7,ADP
9227,7,NOUN
177,4,ADJ
10,13,PUNCT
1103,8,NOUN
139,4,PUNCT
13100,8,PROPN
139,1,PUNCT
308,8,ADV
13101,9,VERB
16,6,PUNCT
2090,8,PRON
2337,5,VERB
11152,6,VERB
3,6,DET
7174,3,NOUN
12223,4,ADJ
16,13,PUNCT
484,8,ADP
533,7,ADP
3743,7,NOUN
628,4,ADJ
6822,13,NOUN
1342,4,PROPN
1186,1,PROPN
2,1,AUX
1393,2,NOUN
1543,4,NOUN
13102,4,PROPN
132,1,PUNCT
13103,8,PROPN
135,1,PUNCT
111,8,ADP
13104,7,PROPN
132,1,PUNCT
13105,8,PROPN
10,1,PUNCT
201,8,VERB
135,6,PUNCT
749,8,CCONJ
7562,10,NOUN
13106,4,NOUN
13107,4,PROPN
132,1,PUNCT
13108,8,PROPN
135,1,PUNCT
23,8,CCONJ
11443,10,PROPN
132,1,PUNCT
13109,8,PROPN
135,1,PUNCT
27,8,CCONJ
1269,10,PART
9234,14,PROPN
132,1,PUNCT
13110,8,PROPN
135,1,PUNCT
16,8,PUNCT
13111,8,NOUN
1213,4,NOUN
13112,4,NOUN
2,4,AUX
172,2,PUNCT
13113,8,NOUN
132,4,PUNCT
13114,8,PROPN
13115,1,PROPN
135,1,PUNCT
355,8,ADP
75,7,ADP
13116,7,PROPN
132,1,PUNCT
13117,8,PROPN
13115,1,PROPN
10,1,PUNCT
102,8,PART
103,14,VERB
135,6,PUNCT
10,8,PUNCT
27,8,CCONJ
1269,10,PART
172,14,PUNCT
13118,8,PROPN
132,1,PUNCT
13114,8,PROPN
13119,1,PROPN
135,1,PUNCT
355,8,ADP
75,7,ADP
13120,7,PROPN
132,1,PUNCT
13121,8,PROPN
135,1,PUNCT
16,8,PUNCT
13122,8,NOUN
172,4,PUNCT
3743,8,NOUN
628,4,ADJ
657,13,DET
176,3,ADV
1136,9,VERB
199,6,ADP
781,7,NOUN
1342,4,PROPN
13123,1,PROPN
16,1,PUNCT
9024,8,NOUN
172,4,PUNCT
2331,8,NOUN
6822,4,NOUN
13124,4,PROPN
194,1,PUNCT
13125,8,PROPN
3196,1,PUNCT
13126,8,PROPN
6729,1,SYM
139,15,PUNCT
13127,8,PROPN
194,1,PUNCT
13128,8,NUM
13129,12,NUM
13130,12,NUM
13128,12,NUM
13129,12,NUM
13130,12,NOUN
732,4,PUNCT
13131,8,NOUN
172,4,PUNCT
13132,8,NOUN
194,4,PUNCT
8449,8,SYM
13133,15,NUM
732,12,PUNCT
139,8,PUNCT
3196,8,PUNCT
3196,8,PUNCT
13126,8,PROPN
6729,1,SYM
139,15,PUNCT
13134,8,PROPN
194,1,PUNCT
1340,8,NUM
564,12,SYM
564,15,SYM
732,15,PUNCT
13135,8,NOUN
172,4,PUNCT
13136,8,NOUN
194,4,PUNCT
13137,8,ADJ
732,13,PUNCT
13138,8,NOUN
194,4,PUNCT
13139,8,NOUN
937,4,ADJ
8449,13,SYM
13140,15,NUM
732,12,PUNCT
13131,8,PROPN
172,1,PUNCT
13132,8,PROPN
194,1,PUNCT
8449,8,SYM
13141,15,PROPN
732,1,PUNCT
139,8,PUNCT
3196,8,PUNCT
13142,8,PROPN
13143,1,PROPN
4574,1,NOUN
284,4,PUNCT
13144,8,PROPN
13145,1,PROPN
2,1,AUX
197,2,DET
81,3,DET
4,3,NOUN
7,4,ADP
8,7,PROPN
13146,1,PROPN
2132,1,PROPN
10,1,PUNCT
379,8,PROPN
13146,1,PROPN
10,1,PUNCT
1746,8,PROPN
2132,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
11444,8,PROPN
649,1,VERB
104,6,ADV
13147,9,PROPN
851,1,ADV
3118,9,VERB
4938,6,NOUN
111,4,ADP
2948,7,VERB
11968,6,ADP
284,7,PUNCT
13148,8,PROPN
13149,1,VERB
13150,6,ADP
13151,7,NOUN
5,4,PRON
1908,5,ADV
520,9,ADV
1324,9,VERB
7,6,ADP
561,7,NOUN
10,4,PUNCT
24,8,ADP
577,7,NOUN
6947,4,NUM
580,12,NOUN
11386,4,NOUN
13148,4,PROPN
1792,1,VERB
13152,6,NOUN
16,4,PUNCT
8014,8,NOUN
7017,4,ADV
493,9,VERB
10,6,PUNCT
4639,8,ADV
6175,9,VERB
199,6,ADP
1213,7,NOUN
10480,4,NOUN
16,4,PUNCT
8687,8,NOUN
1118,4,NUM
787,12,PROPN
2039,1,NUM
10,12,PUNCT
4345,8,PROPN
2532,1,VERB
13153,6,NOUN
529,4,ADP
5406,7,NOUN
3851,4,NOUN
2292,4,PROPN
13154,1,PROPN
172,1,PUNCT
919,8,PRON
16,5,PUNCT
13155,8,NOUN
36,4,DET
2,3,AUX
13156,2,NOUN
1242,4,PROPN
2575,1,PROPN
27,1,CCONJ
1242,10,PROPN
13157,1,PROPN
15,1,PROPN
16,1,PUNCT
13158,8,NOUN
1156,4,NOUN
27,4,CCONJ
5,10,PRON
271,5,ADJ
5,13,PRON
358,5,ADV
4335,9,VERB
13159,6,NOUN
7,4,ADP
15,7,PROPN
10,1,PUNCT
644,8,ADV
196,9,VERB
1848,6,NOUN
13160,4,ADJ
5,13,PRON
1136,5,VERB
199,6,ADP
1376,7,NOUN
252,4,ADJ
16,13,PUNCT
187,8,NOUN
1261,4,NOUN
7085,4,NOUN
5,4,PRON
13161,5,VERB
2164,6,PROPN
199,1,ADP
13162,7,NOUN
7193,4,VERB
1261,6,NOUN
7085,4,NOUN
13163,4,ADJ
5,13,PRON
7193,5,VERB
3326,6,ADJ
27,13,CCONJ
5291,10,ADJ
16,13,PUNCT
17,8,DET
6652,3,NOUN
7268,4,NOUN
6076,4,PROPN
4577,1,VERB
46,6,ADP
13164,7,NUM
16,12,PUNCT
7681,8,NOUN
10,4,PUNCT
890,8,PRON
649,5,VERB
10,6,PUNCT
104,8,NOUN
5358,4,NOUN
24,4,ADP
13165,7,NOUN
5,4,PRON
13166,5,VERB
13167,6,NOUN
13168,4,ADJ
284,13,PUNCT
2149,8,DET
179,3,NOUN
118,4,ADV
201,9,VERB
5,6,PRON
120,5,VERB
13169,6,NOUN
132,4,PUNCT
13170,8,NOUN
135,4,PUNCT
127,8,ADP
13171,7,NOUN
23,4,CCONJ
7791,10,NOUN
2499,4,ADJ
16,13,PUNCT
1742,8,PROPN
13172,1,PROPN
2,1,AUX
197,2,NOUN
81,4,NOUN
4,4,NOUN
7,4,ADP
413,7,NOUN
13173,4,PROPN
4625,1,PROPN
10,1,PUNCT
379,8,PROPN
13174,1,PROPN
417,1,PROPN
10,1,PUNCT
416,8,PROPN
1746,1,PROPN
14,1,PROPN
10,1,PUNCT
15,8,PROPN
16,1,PUNCT
13175,8,PROPN
13176,1,PROPN
2565,1,VERB
199,6,ADP
587,7,NOUN
172,4,PUNCT
587,8,NOUN
5,4,PRON
871,5,ADV
120,9,VERB
2631,6,NOUN
24,4,ADP
6104,7,NOUN
13175,4,PROPN
10,1,PUNCT
27,8,CCONJ
871,10,ADV
1623,9,VERB
4919,6,NOUN
2853,4,ADJ
938,13,SCONJ
36,11,DET
16,3,PUNCT
1758,8,ADP
55,7,NOUN
36,4,DET
280,3,PRON
2,5,AUX
81,2,NOUN
199,4,ADP
67,7,DET
13177,3,NOUN
7528,4,ADJ
7,13,ADP
15,7,PROPN
27,1,CCONJ
8484,10,VERB
13178,6,NOUN
67,4,DET
3843,3,NOUN
2436,4,PROPN
15,1,PROPN
1296,1,NUM
16,12,PUNCT
6053,8,NOUN
1236,4,NOUN
5,4,PRON
21,5,VERB
7,6,ADP
1185,7,PROPN
